Flux_DEN,unc_energy_flux_100,Spectral_Index_old,Signif_curve_1,var,hr12,hr23,hr34,hr45,GLAT_1,class,CLASS1_1,Source_Name_1,Pivot_Energy_1,SpectrumType_1,ASSOC1_1,Flags
-28.80027714873859,-28.024800375313824,2.3097298,0.027075916605227002,3.750293364360291,-0.5967407354081553,-0.6235795769814494,-0.7032602851345198,-0.6370210658328215,-79.601845,AGN,bcu,3FGL J0009.6-3211,1069.8146,PowerLaw,IC 1531,1
-28.227607626146195,-27.2959121653024,2.4837499,-1.5660769358584117,3.9430543152311106,-0.5953408796219369,-0.869545041824204,-0.5685733155906002,-0.44183559838977843,8.046483,AGN,bcu,3FGL J0012.4+7040,1066.8414,PowerLaw,TXS 0008+704,8
-28.223898020144944,-27.858863564790475,2.2117834,-1.8850229170180788,4.0114713928463255,-0.5646003048995901,-0.6268517078408645,-0.5862699322477437,-0.3508119073529838,-74.96217,AGN,bll,3FGL J0013.2-3954,1139.5116,PowerLaw,PKS 0010-401,0
-31.145815641329445,-27.99473261560349,1.9351506,0.4864007093412677,3.5961829930688416,0.9991154095328826,0.3421744318186921,-0.42061920128164326,-0.836871205837758,-78.0784,AGN,bll,3FGL J0013.9-1853,2844.402,PowerLaw,RBS 0030,0
-31.16218343472785,-28.00855233348241,1.9238772,0.37149796807471713,3.836813004725503,-0.7391924626457075,-0.278573800519205,-0.630847603841834,-0.44887751875515375,-65.633064,AGN,bll,3FGL J0014.0-5025,2914.0332,PowerLaw,RBS 0032,0
-31.241105138355884,-27.319719811631497,1.8874854,0.888861568341458,3.9276093645878487,0.9552377683739157,-0.08437427121086265,-0.27752874859668053,-0.4584520914547665,-1.2385842,AGN,bcu,3FGL J0014.6+6119,5187.997,PowerLaw,4C +60.01,0
-32.022464267159805,-27.57167373296391,1.9128166,-0.3954288997544556,3.676555576125096,0.9238889661963638,0.8299244102293584,-0.5388312610909588,-0.5392009173989567,-4.4827323,AGN,bll,3FGL J0014.7+5802,5677.0996,PowerLaw,1RXS J001442.2+580201,0
-30.65191479944123,-27.565053335418938,2.1145282,0.04245049179847266,3.6289260585372576,-0.6120405531113297,-0.7088524234793138,-0.5833144900222816,-0.5883428472457479,-6.6486773,AGN,bcu,3FGL J0015.7+5552,3002.9968,PowerLaw,GB6 J0015+5551,0
-25.500733192211612,-27.71218464315238,2.6178546,1.227165971358263,5.030950404429653,-0.6167842393973134,-0.7950900131628386,-0.9087718782773484,-0.35585450290357273,-61.808758,AGN,fsrq,3FGL J0016.3-0013,449.44128,PowerLaw,S3 0013-00,0
-29.827139450377125,-27.809167879312188,2.1161962,-0.05333569445682648,3.6213918420125673,0.03187591087127264,-0.16755347302774037,-0.691333989816063,-0.771387465099829,-68.03635,AGN,bcu,3FGL J0017.2-0643,1905.9727,PowerLaw,PMN J0017-0650,0
-27.075389138553515,-27.390353531342907,2.50629,0.6175269501352547,5.438452152451886,-0.6518641813689702,-0.7160617717563643,-0.8130448957213421,-0.5003780418504268,-66.64299,AGN,FSRQ,3FGL J0017.6-0512,861.1856,PowerLaw,PMN J0017-0512,0
-32.19509038629849,-27.978807112450035,1.8645151,-2.4305654639441827,4.030711995028744,0.8849086362254712,-0.8399063573762365,-0.16607447296393654,-0.17311760110907015,-32.53204,AGN,bll,3FGL J0018.4+2947,4720.1187,PowerLaw,RBS 0042,0
-29.602222468193855,-27.662281675337795,2.0754406,-1.1711670138884926,4.450296147933675,-0.6587698183488674,-0.6588904405185384,-0.5183603364935472,-0.2728989796610591,-35.163124,AGN,bll,3FGL J0018.9-8152,2187.517,PowerLaw,PMN J0019-8152,0
-28.756364980711087,-28.021209263314578,2.3909311,-0.64464421953415,4.140851232313397,-0.882274397774648,-0.4822717802946101,-0.5985471558203058,-0.279748388189667,-59.82244,AGN,bcu,3FGL J0019.1-5645,1088.913,PowerLaw,PMN J0019-5641,0
-29.584504066401358,-27.88705995812731,2.2486298,-0.5573604331611044,4.021427393600852,0.4067555557691537,-0.8635575321317969,-0.41048141227473717,-0.5306662510970116,-41.877808,AGN,bll,3FGL J0019.4+2021,1529.8136,PowerLaw,PKS 0017+200,0
-28.92575668855827,-27.80486434751052,2.0992868,-1.7473316060732447,4.27064698476281,-0.6636358847942011,-0.4794270863429011,-0.44254405296190014,-0.6013816086614184,-83.22444,AGN,bll,3FGL J0021.6-2553,1520.3076,PowerLaw,CRATES J002132.55-255049.3,0
-27.01092495859738,-27.997102158841486,2.6524696,-0.5779486373844374,3.948370556540014,-0.6534517582456272,-0.7753668189582416,-0.7493403520475939,-0.9999161075498655,-48.299847,AGN,bcu,3FGL J0021.6-6835,532.6547,PowerLaw,PKS 0021-686,256
-29.689771013839774,-27.30593235447855,1.7990181,0.8917023398526315,4.21757053595716,0.9589606616097993,-0.3778147893550448,-0.2586622862511347,-0.67548888543433,-79.38736,AGN,bll,3FGL J0022.1-1855,2653.591,PowerLaw,1RXS J002209.2-185333,0
-29.112610508967492,-27.680365468632083,1.9874318,0.5395549364451024,4.084479832038424,0.31534628002342135,-0.4041543068948065,-0.6975873155145208,-0.25296759135316615,-64.82614,AGN,bll,3FGL J0022.1-5141,1760.3436,PowerLaw,1RXS J002159.2-514028,0
-27.27072953989508,-27.22975695277962,2.073243,0.898164642402711,4.556037398129866,-0.3906191623613843,-0.5816227988693259,-0.5129796110983269,-0.6065887031349356,-56.008762,AGN,bll,3FGL J0022.5+0608,1265.673,PowerLaw,PKS 0019+058,0
-26.725246040273838,-27.735943449824248,2.5684931,-1.3556448917361252,4.244385379551103,-0.7485378584199213,-0.6783081087782739,-0.7733615808201616,-0.679655957027814,-17.68494,AGN,fsrq,3FGL J0023.5+4454,620.3807,PowerLaw,B3 0020+446,0
-28.723054294482232,-27.74527578983069,2.2782264,1.015887565381705,4.31683723509422,-0.5287919997892013,-0.7104705701327177,-0.7418093220007647,-0.658294945284976,-58.350433,AGN,fsrq,3FGL J0024.4+0350,1194.3387,PowerLaw,GB6 J0024+0349,0
-28.852923906038786,-28.062160357035683,2.450339,-1.0452136740233318,4.040491151426069,-0.5848640015950016,-0.7991077002592507,-0.4840408875005214,-0.755640249827679,-70.44581,AGN,bll,3FGL J0026.7-4603,1009.74817,PowerLaw,1RXS J002636.3-460101,1
-28.316029109717547,-27.59983179903859,2.3414557,-0.897725880110065,3.6306122139885693,-0.696194307310315,-0.6177220105705958,-0.43917096294386315,-0.962001779445239,12.313124,AGN,bcu,3FGL J0028.6+7507,1172.9393,PowerLaw,GB6 J0028+7506,0
-27.577740477617763,-27.795589673892174,2.4336774,0.6808395008419907,3.750542830355787,-0.7045302550019229,-0.5189217221770291,-0.9590062095081322,0.03574599197285968,-42.702084,AGN,bcu,3FGL J0028.8+1951,761.7829,PowerLaw,TXS 0025+197,256
-28.312420848744388,-27.75885721471488,2.284518,-0.48791850666344383,4.310719927618581,-0.7633333887089556,-0.5333568572207786,-0.5008706243158183,-0.7307504134954802,-46.258186,AGN,bll,3FGL J0029.1-7045,1257.5558,PowerLaw,PKS 0026-710,0
-31.778067711713867,-27.561834383233894,1.6471963,0.2819452231547677,4.163524327354458,-0.9878083810403534,0.9999511934662235,-0.3660781575333744,-0.41228732757156605,-78.545784,AGN,bcu,3FGL J0030.2-1646,5034.0356,PowerLaw,1RXS J003019.6-164723,0
-24.7129737734558,-27.73582027806364,2.5805273,0.41079826153031684,5.134444520919319,-0.6829599616367495,-0.7131843915529443,-0.7994547991711565,-0.7477003882584804,-74.13968,AGN,fsrq,3FGL J0030.3-4223,415.28687,PowerLaw,PKS 0027-426,0
-26.587434939601327,-27.676104991877317,2.3780944,1.143279202005401,5.860394978848503,-0.5760751820444032,-0.6813103582698531,-0.6964143957497873,-0.9999782306664116,-64.54405,AGN,bcu,3FGL J0030.7-0209,696.7064,PowerLaw,PKS B0027-024,0
-32.04652900440874,-27.84750982242484,1.8239038,0.05849048734707135,3.497018128074861,-0.9618723990696888,0.8723470074426698,-0.7602178840350552,0.19281759030990964,-55.11534,AGN,bcu,3FGL J0031.3+0724,4521.002,PowerLaw,NVSS J003119+072456,0
-30.02820247862139,-28.097203256372868,2.1895173,-4.199546357143396,3.63803558503549,-0.35126111177098174,-0.689113684045237,-0.5513305581355644,-0.39952296725990266,-85.441284,AGN,bll,3FGL J0032.3-2852,1646.3562,PowerLaw,PMN J0032-2849,0
-28.40934085604871,-26.68445447976869,1.7147852,0.7172104732188425,4.1685844661486335,-0.4786983219526236,-0.31366177487677355,-0.31124438702754864,-0.358970865054778,-81.22408,AGN,bll,3FGL J0033.6-1921,2398.1309,PowerLaw,KUV 00311-1938,0
-30.091361619659317,-27.31476026013186,1.8063989,0.5151803083489034,3.9650373210087713,-0.6195324568971112,-0.16160105759374732,-0.410343009248828,-0.3479939910254927,-47.467373,AGN,bll,3FGL J0035.2+1513,3166.7546,PowerLaw,RX J0035.2+1515,0
-28.806944671054517,-26.958370257215222,1.897775,-0.22580955193784996,4.2420260763321975,-0.3045399777341729,-0.6509926119170552,-0.34293221992169387,-0.3731134053856666,-2.981383,AGN,bll,3FGL J0035.9+5949,2967.5896,PowerLaw,1ES 0033+595,0
-28.292202877909446,-27.5607037619559,2.1514816,-0.33270379014345364,4.196203855748786,-0.562747019629628,-0.6785795776841516,-0.46501372725861545,-0.5984969326691899,-50.084618,AGN,bll,3FGL J0037.9+1239,1387.6769,PowerLaw,NVSS J003750+123818,0
-29.296773698254654,-27.832240810952275,2.1565473,-0.3606706303578437,3.507572782150108,-0.350721962730336,-0.7163798192229707,-0.3371275894904656,-0.6670295354333534,-62.474567,AGN,bll,3FGL J0038.0+0012,1550.1482,PowerLaw,NVSS J003808+001336,0
-27.25212738752227,-27.88116131959538,2.43891,0.6030637076941793,4.667927121043232,-0.6694265130509128,-0.6714190950564749,-0.7387796913531293,-0.876557125870292,-86.33264,AGN,fsrq,3FGL J0038.0-2501,733.78314,PowerLaw,PKS 0035-252,0
-32.458703052858745,-27.90584282515446,1.7153648,0.9884944749911772,3.5992032933761617,0.9641966304300582,-0.5438489454806709,-0.21250522105245798,-0.5241988408148328,-84.41313,AGN,bcu,3FGL J0039.0-2218,5052.5894,PowerLaw,PMN J0039-2220,0
-30.743676405062228,-27.878150234848356,1.9628744,0.6168964450970028,3.5676167777736607,-0.7896259441097822,-0.1367834080931202,-0.5571590061354164,-0.46245255007845637,-19.31416,AGN,bcu,3FGL J0039.1+4330,2760.5237,PowerLaw,NVSS J003907+433015,0
-27.149387502880337,-27.873921989065245,2.5939708,0.9080960469723354,3.838237919602561,-0.41126482460770664,-0.8352682419696404,-0.9252100567428089,-0.9996793655127669,-72.28967,AGN,fsrq,3FGL J0039.1-0939,568.70325,PowerLaw,TXS 0036-099,0
-35.40267576424485,-27.70004927375234,1.1322582,0.31967567514983436,3.410292891814647,-0.7266583215592958,-0.7607738459655229,-0.4051763187016207,0.327153234434352,-22.005041,AGN,bcu,3FGL J0040.3+4049,37201.97,PowerLaw,B3 0037+405,0
-31.48828400335271,-28.05785513150953,1.9462218,0.3240381817347007,3.896885895261406,0.9858932893046627,-0.6358249691798679,-0.6317401099199926,-0.043982622160754305,-85.74683,AGN,bcu,3FGL J0040.5-2339,3011.39,PowerLaw,PMN J0040-2340,0
-31.666289454484144,-27.96789519727854,1.9757644,-2.118116426224659,3.4230492477029095,0.9998480499617198,-0.9443206893287787,-0.16515294261751745,0.04049664510897189,-26.171455,AGN,bll,3FGL J0041.9+3639,3549.2144,PowerLaw,RX J0042.0+3641,0
-28.535607215053176,-27.812869712585783,2.3544266,0.38700659308822233,3.955882557894578,-0.5771990074811848,-0.7260992938553394,-0.5033486301352823,-0.9999715658334443,-39.516415,AGN,fsrq,3FGL J0042.0+2318,1085.7772,PowerLaw,PKS 0039+230,0
-32.62819591039502,-27.784677971040637,1.7345864,-3.7552662529315253,3.696643485864898,-0.8814837368047129,-0.2892741435475887,-0.2609895807782335,-0.177278184692485,-67.533,AGN,bcu,3FGL J0043.5-0444,6492.1416,PowerLaw,1RXS J004333.7-044257,0
-32.35211548381267,-27.552531428952232,1.5937259,0.7489168360768593,3.319824695514761,-0.9998546868479484,0.9992759682968737,-0.292106914880527,-0.3677963698758798,-74.05682,AGN,bcu,3FGL J0043.7-1117,6018.865,PowerLaw,1RXS J004349.3-111612,0
-27.835871708334434,-27.343993357493503,2.0446968,-0.9320183906438051,4.654838583445367,-0.43240979776117205,-0.61849862481463,-0.41357965116196893,-0.5983040612281982,-28.41628,AGN,fsrq,3FGL J0043.8+3425,1432.6361,PowerLaw,GB6 J0043+3426,0
-26.06314809889724,-27.91782783827771,2.542837,-0.6423208811975994,5.157599585004132,-0.6571168875135608,-0.7346995824503612,-0.6603557788541684,-0.8525333017920883,-79.96312,AGN,bcu,3FGL J0045.2-3704,509.48514,PowerLaw,PKS 0042-373,0
-29.00232086032112,-27.269506502107763,1.89904,0.5353394886746301,4.085800044916517,-0.5784092964276112,-0.5409258059728798,-0.296415459469998,-0.5433909756409916,-41.403828,AGN,bll,3FGL J0045.3+2126,2334.118,PowerLaw,GB6 J0045+2127,0
-29.22583074531817,-27.430180762131915,1.9597332,0.1257208697484402,3.9901761135477956,-0.09898624433241981,-0.47603646236733016,-0.5046204226494353,-0.5563599643785321,-50.559357,AGN,bll,3FGL J0045.7+1217,2168.2095,PowerLaw,GB6 J0045+1217,0
-25.700140228257577,-27.642200978345954,2.8206205,-0.434945876894398,4.14287299372983,-0.7036880921723039,-0.6890326595576478,-0.8478276301105143,-0.9999448145968542,-32.807045,AGN,fsrq,3FGL J0046.7-8419,395.72586,PowerLaw,PKS 0044-84,0
-27.321625155568025,-27.36183035891827,2.22425,0.3602192454748337,4.309972475079446,-0.66711202654736,-0.566173606285448,-0.5100303208950588,-0.7644401441565926,-5.8951225,AGN,bll,3FGL J0047.0+5658,1172.4714,PowerLaw,GB6 J0047+5657,4
-34.598360489513375,-27.665367766646114,1.3335099,-0.30593430223554824,3.397507750001605,0.9660201772098601,-0.7405956404577482,-0.5703053901423466,0.5372213974305258,-8.071238,AGN,bcu,3FGL J0047.9+5447,21680.848,PowerLaw,1RXS J004754.5+544758,0
-27.181975198332143,-27.59816716612948,2.33307,0.96505662908248,5.4833923791010575,-0.4289901013131539,-0.707750180548291,-0.5944735836445262,-0.8495203919351016,-40.264175,AGN,fsrq,3FGL J0048.0+2236,908.46466,PowerLaw,NVSS J004802+223525,0
-30.779970608453308,-27.644567860130387,1.8768142,-1.5240230759038793,4.210118766712739,-0.48403624271189905,-0.5243016722917346,-0.5121684998016308,-0.15781221858495553,-23.023993,AGN,bll,3FGL J0048.0+3950,3476.9182,PowerLaw,B3 0045+395,0
-30.59896864538888,-28.031654575273333,2.1545312,-0.42553409987621055,3.459726255991989,-0.7168936203737505,-0.8426242200393842,-0.20831680401152075,-0.1892504563382589,-75.29762,AGN,bcu,3FGL J0049.4-4149,2240.492,PowerLaw,1RXS J004939.9-415133,0
-29.963586819612814,-28.06163646144635,2.1434119,-1.9548991089736427,3.8058951954753275,-0.6968831110394994,-0.6371352175447375,-0.4996828845713709,-0.3457178039179347,-63.103218,AGN,bcu,3FGL J0049.4-5401,1746.9349,PowerLaw,PMN J0049-5402,0
-27.694455393634037,-27.689695478237965,2.2440412,0.0184444504895169,4.47711241430237,-0.5943813361458705,-0.6477152906645797,-0.4560552706757422,-0.7573592250726048,-60.24447,AGN,bll,3FGL J0049.7+0237,1022.2843,PowerLaw,PKS 0047+023,0
-27.92902490112055,-27.846877073875152,2.4621935,-0.11452576632266434,3.9413935763630565,-0.777402440379983,-0.6858559227529856,-0.6853174946097335,-0.2918720877599382,-59.50251,AGN,fsrq,3FGL J0049.8-5737,938.1754,PowerLaw,PKS 0047-579,0
-27.683648141445442,-28.05023864658878,2.5278618,-0.6035770798975417,4.227215424244309,-0.7222534914097185,-0.5274554988051194,-0.63016457048795,-0.999950154533457,-72.15446,AGN,bcu,3FGL J0050.0-4458,693.9973,PowerLaw,PMN J0049-4457,0
-27.40560071859656,-27.655592843325827,2.449884,-0.35049825899281617,4.141654107005904,-0.5497104647192965,-0.7056050354226265,-0.6329108439528714,-0.9242949527360489,-67.70284,AGN,fsrq,3FGL J0050.4-0449,823.89746,PowerLaw,PKS 0047-051,0
-26.296131107994587,-27.03941696911372,2.0930758,0.2254071474463295,5.74270500233097,-0.4672939894473301,-0.5874018782004319,-0.5488192218986971,-0.5435075081735011,-72.355736,AGN,BLL,3FGL J0050.6-0929,1023.0648,PowerLaw,PKS 0048-09,0
-30.10276608192983,-27.09779154535134,1.663153,0.6066645728381117,3.915655001737112,-0.6619222293375933,-0.300012639972982,-0.22251585746956012,-0.2994253188736939,-54.44019,AGN,bcu,3FGL J0051.2-6241,3901.6074,PowerLaw,1RXS J005117.7-624154,0
-29.933598608951474,-27.314097354617154,1.7780507,0.428167513907914,3.8540358835986828,0.9250610741913395,-0.4591211088999836,-0.30058861311877383,-0.5029852200166776,-87.66247,AGN,bll,3FGL J0054.8-2455,2908.0095,PowerLaw,FRBA J0054-2455,0
-28.704598928497056,-27.961139596476293,2.396758,-0.5036408793004435,4.231076847353256,-0.5352201837347565,-0.744959328345916,-0.6558341799495477,-0.43328091616452474,-75.07811,AGN,bcu,3FGL J0055.2-1213,996.72266,PowerLaw,TXS 0052-125,0
-30.988731025015454,-27.48545811920931,1.7902223,-0.07747873911860709,4.016813270524023,0.9002781981046272,-0.4709983994680989,-0.4203606951877739,-0.1435032022292208,-72.42695,AGN,bll,3FGL J0056.3-0935,4041.2075,PowerLaw,TXS 0053-098,0
-30.179914707801817,-27.464203543847663,1.8079817,0.5026950198050752,4.094566870843042,0.033073448339790375,-0.29262030698562597,-0.4232649661761811,-0.403767176180029,-84.047516,AGN,bll,3FGL J0056.3-2116,2856.4712,PowerLaw,PMN J0056-2117,0
-28.72677170317288,-27.71410407381609,2.4153802,-0.9836777060047864,3.771504378839684,-0.5230150001185687,-0.7132442385633114,-0.6679610079895981,-0.689409593119911,-68.5243,AGN,fsrq,3FGL J0057.9-0542,1120.5619,PowerLaw,PKS 0055-059,1
-27.78455356856429,-27.50302358189407,2.0583463,0.9740341057027556,4.158745730177156,-0.44794558111935734,-0.47816799280285566,-0.604537231217851,-0.575826483423306,-84.37602,AGN,bll,3FGL J0058.0-3233,1224.3329,PowerLaw,PKS 0055-328,0
-27.48429444023538,-27.815324916069354,2.407292,0.2792351474175315,4.725769696098494,-0.6978034578481348,-0.5782694552010877,-0.698669243887573,-0.9310665291518341,-29.582802,AGN,fsrq,3FGL J0058.3+3315,789.63855,PowerLaw,MG3 J005830+3311,0
-26.299564481175093,-27.78543587895604,2.6164255,0.9590449256944846,4.164633082881932,-0.47388051164971334,-0.7369680772351368,-0.8525846290890625,-0.9999875115963507,-60.07471,AGN,bcu,3FGL J0059.1-5701,552.15875,PowerLaw,PKS 0056-572,4
-32.40630357626036,-27.740820658392447,1.7376362,-0.3236888730925385,3.6168089050035785,-0.38607672026579065,-0.865773710787394,0.108295317456685,-0.2320088971754739,-64.685646,AGN,bll,3FGL J0059.2-0152,6121.983,PowerLaw,1RXS J005916.3-015030,0
-28.06699695346721,-27.80890991193951,2.48396,0.561416109241205,3.9545464891942377,-0.5955599939821985,-0.6940196183149153,-0.7422739592886922,-0.878850431700003,-62.748528,AGN,fsrq,3FGL J0059.6+0003,818.2782,PowerLaw,PKS 0056-00,0
-29.14015592488176,-27.04094961880025,1.7965821,1.2456701308313438,4.516279079777573,-0.14382338525274133,-0.3085186970594312,-0.37545567542374503,-0.43739663639671933,-55.039944,AGN,bll,3FGL J0100.2+0745,2650.7144,PowerLaw,GB6 J0100+0745,0
-25.34709935447463,-27.758341948354488,2.6916668,0.7914161606126662,4.624612846543233,-0.7133792042271164,-0.7693415309400823,-0.8600905075297675,-0.9995336140862696,-20.536995,AGN,fsrq,3FGL J0102.3+4217,409.73312,PowerLaw,GB6 J0102+4214,0
-29.942034124238617,-27.58479891281722,2.0390236,-1.340424151108404,3.8350061635351844,-0.5033593314576054,-0.5651803291005754,-0.49547853173420775,-0.31627526784669857,-9.214272,AGN,bll,3FGL J0103.4+5336,2637.558,PowerLaw,1RXS J010325.9+533721,0
-30.382770571897456,-27.794281849907012,1.983666,0.8903948696692249,3.9658859953182977,-0.7523534046180486,0.02205994148603551,-0.36434087181062524,-0.7577405011358019,-49.368923,AGN,bcu,3FGL J0103.7+1323,2455.6235,PowerLaw,NVSS J010345+132346,0
-25.643247731775006,-27.86309151828012,2.608352,0.8594656177777932,4.515869572513154,-0.6565910212611673,-0.7678214595606792,-0.778011408241442,-0.7752106837418759,-85.7825,AGN,fsrq,3FGL J0105.1-2415,442.24515,PowerLaw,PKS 0102-245,0
-28.157684243493282,-27.867388543554036,2.3259218,0.2996118784941575,4.183621960123743,-0.6972305704453359,-0.7407468263428956,-0.4173293794013078,-0.8829303737355773,-23.320532,AGN,bll,3FGL J0105.3+3928,996.9433,PowerLaw,GB6 J0105+3928,0
-29.802214416110147,-27.89226619891334,2.1802132,-0.03631193016737316,3.4869659116372995,-0.696733435210065,-0.5018608607211177,-0.4535119067668524,-0.8341424415428305,-74.57163,AGN,bcu,3FGL J0107.0-1208,1671.0822,PowerLaw,PMN J0107-1211,0
-28.719061395738184,-27.802273791442552,2.3936923,0.7239752255157503,3.7676158627964935,-0.506328308882015,-0.5867840130731107,-0.8146683287522822,-0.9999144243947289,-63.149467,AGN,fsrq,3FGL J0108.5-0035,1045.034,PowerLaw,PKS 0105-008,0
-29.89405122472103,-27.720238196421906,2.0398386,-0.5703364494170571,3.7069636940632016,-0.5868177983192818,-0.3701084505151445,-0.5918904871223498,-0.30986995782820304,-44.400307,AGN,bll,3FGL J0109.1+1816,2340.2266,PowerLaw,MG1 J010908+1816,0
-31.9642330534006,-27.778556044842347,1.7273983,-1.9970830927905574,3.6865423251544405,-0.9662311738426952,0.9920515440208492,-0.7128651078620595,-0.19801869019045257,-76.25169,AGN,bll,3FGL J0109.9-4020,4880.086,PowerLaw,RBS 0158,0
-29.26560926064494,-27.119948782597866,1.9908619,-1.069781129735536,3.5967015261829447,-0.4791677297026838,-0.57630475451497,-0.48540808401175267,-0.3581648349804925,5.3079176,AGN,bll,3FGL J0110.2+6806,3158.4863,PowerLaw,4C +67.04,0
-31.28354908457359,-27.824341458212196,1.9252412,-0.9007336236616433,3.472926550514986,0.40841303943039575,-0.4180602701017056,-0.8187489210209065,0.20584696596860794,-75.069405,AGN,bll,3FGL J0110.9-1254,3375.6392,PowerLaw,1RXS J011050.0-125455,0
-31.637511736218574,-27.879388684753717,1.9169142,-0.24415308913397954,3.8416655604770242,0.8975362713634759,-0.39756864977722656,-0.21795490673409354,-0.5674076604835084,-56.92794,AGN,bll,3FGL J0111.5+0535,3781.069,PowerLaw,1RXS J011130.5+053612,0
-24.77092484814445,-27.363933791918083,2.3626,0.7227611754531046,6.862197965515057,-0.6089272243453175,-0.6713236283546556,-0.7048622381127194,-0.6778569214696223,-30.525995,AGN,fsrq,3FGL J0112.8+3207,543.8775,PowerLaw,4C +31.03,0
-27.207444482834628,-28.02243698342143,2.5028229,-0.8127407968286116,4.425887048519475,-0.6337600543398653,-0.6547109609342485,-0.9832371921625876,0.6686881193274998,-80.09843,AGN,fsrq,3FGL J0113.0-3554,629.53326,PowerLaw,PMN J0113-3551,0
-27.78580469933036,-27.55020566074744,2.2991004,0.022134514176524123,3.862756182675059,-0.6140669948015917,-0.6999422233418184,-0.5900883286613802,-0.5221777617977253,-12.900712,AGN,fsrq,3FGL J0113.4+4948,1122.5337,PowerLaw,S4 0110+49,0
-28.043678677831245,-27.434899552093096,2.0772939,-1.7949684123833067,4.616479741192025,-0.36548418190706095,-0.7032100950538908,-0.4593309424274928,-0.3821051759880864,-49.040955,AGN,bll,3FGL J0114.8+1326,1439.659,PowerLaw,GB6 J0114+1325,0
-27.910520359232468,-27.471731861220245,2.118065,0.07681251158764242,4.0110924014260165,-0.4029652753574289,-0.7047730635095346,-0.4326775049806164,-0.5935304162100942,-58.38058,AGN,bll,3FGL J0115.7+0356,1313.6792,PowerLaw,PMN J0115+0356,0
-29.01537735641818,-27.382512007770043,1.9868995,0.5326746850986969,4.2126279171423695,-0.6834237886992937,-0.5141437153074492,-0.48821238609967993,-0.31908674752497035,-37.214005,AGN,bll,3FGL J0115.8+2519,2151.4187,PowerLaw,RX J0115.7+2519,0
-26.344226450893377,-27.613337300356868,2.343904,0.8412121226508016,6.170051221236101,-0.47156498922459544,-0.7209111478221342,-0.7072027095483747,-0.7601169432445545,-73.41015,AGN,fsrq,3FGL J0116.0-1134,709.53217,PowerLaw,PKS 0113-118,0
-30.78159336014949,-27.942795218023416,2.0224857,0.033892311632992375,3.6988036707647454,0.8052786667251715,-0.48105155211125217,-0.6410316082386467,-0.3070673417953802,-84.45785,AGN,bcu,3FGL J0116.2-2744,2554.8025,PowerLaw,1RXS J011555.6-274428,0
